Name,Age,Height,Reach,Sig. Str. Landed Per Min,Sig. Str. Absorbed Per Min,Takedown avg Per 15 Min,Submission avg Per 15 Min,Sig. Str. Defense (%),Takedown Defense (%),Knockdown Avg,Average fight time (secs),Sig. Str. By Position (Standing),Sig. Str. By Position (Clinch),Sig. Str. By Position (Ground),Win by Method (KO/TKO),Win by Method (Decision),Win by Method (Sub),Striking accuracy (%),Takedown Accuracy (%),Wins,Losses,Draws,Style_Boxing,Style_Brawler,Style_Brazilian Jiu-Jitsu,Style_Freestyle,Style_Grappler,Style_Jiu-Jitsu,Style_Judo,Style_Karate,Style_Kickboxer,Style_Kung Fu,Style_Kung-Fu,Style_MMA,Style_Muay Thai,Style_Sambo,Style_Striker,Style_Wrestler,Style_Wrestling,Style_Taekwondo
Simon Biyong,0.5,0.8881698783994927,0.4571483784237942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1135651894611932,0.1974874970231007,0.0545954438334642,0.106609907120743,0.4395820433436532,0.295953488372093,0.3053122697880003,0.1863523187052598,0.0699588477366255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Jan Błachowicz,0.875,0.9367088607594936,0.7045454545454546,0.3490276356192426,0.0554285714285714,0.0452094566569888,0.0366379310344827,0.53,0.4367088607594936,0.0003777777777777,0.7171532846715328,0.2293144208037825,0.2974504249291785,0.3170028818443803,0.3461538461538461,0.1641791044776119,0.09,0.5,0.5,0.763157894736842,0.4761904761904761,0.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,
Sherrard Blackledge,0.375,0.8881698783994927,0.4571483784237942,0.3787103377686797,0.0596190476190476,0.1659062629614268,0.0,0.55,0.2721518987341772,0.0,0.8211678832116788,0.0219520432286389,0.1104815864022663,0.0201729106628242,0.0,0.0,0.0,0.5,0.33,0.0263157894736842,0.0476190476190476,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Da'Mon Blackshear,0.375,0.8860759493670886,0.4318181818181821,0.4380757420675538,0.0788571428571428,0.0966403981750311,0.084051724137931,0.48,0.4240506329113924,0.0,0.5291970802919708,0.0536980749746707,0.1643059490084986,0.0893371757925072,0.0769230769230769,0.044776119402985,0.09,0.47,0.38,0.3684210526315789,0.3333333333333333,0.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,
Curtis Blaydes,0.5416666666666667,0.9620253164556962,0.7954545454545459,0.3623336745138178,0.0363809523809523,0.2360016590626296,0.0,0.59,0.2025316455696202,0.0001999999999999,0.4708029197080292,0.0894967916244512,0.2067988668555241,0.6945244956772334,0.5,0.0746268656716417,0.0,0.5,0.53,0.4736842105263157,0.238095238095238,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,
Dashawn Boatwright,0.625,0.9113924050632912,0.6136363636363638,0.0,1.0,0.0,0.0,0.13,0.0,0.0088888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.0,0.1863523187052598,0.0699588477366255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Gaston Bolanos,0.4583333333333332,0.8481012658227848,0.3636363636363637,0.3971340839303992,0.0664761904761904,0.0,0.0,0.49,0.3164556962025316,0.0,0.6432481751824818,0.0239783856805133,0.0,0.0576368876080691,0.2307692307692307,0.0,0.0,0.44,0.07,0.1052631578947368,0.0,0.0699588477366255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,
Denys Bondar,0.4583333333333332,0.8354430379746836,0.2954545454545454,0.4698055271238485,0.0982857142857143,0.1654914973040232,0.0,0.5700000000000001,0.3987341772151899,0.0,0.4808394160583941,0.0351232691658223,0.0283286118980169,0.0201729106628242,0.1538461538461538,0.0149253731343283,0.09,0.51,0.58,0.3684210526315789,0.238095238095238,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,
Ismael Bonfim,0.3333333333333332,0.8607594936708861,0.4090909090909091,0.593654042988741,0.0601904761904762,0.0443799253421816,0.0,0.7000000000000001,0.4873417721518987,0.0007888888888888,0.5757299270072993,0.0729483282674772,0.0623229461756374,0.0172910662824207,0.3461538461538461,0.1044776119402985,0.04,0.55,0.33,0.5263157894736842,0.1904761904761904,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Michael Bonnette,0.5833333333333333,0.8881698783994927,0.4571483784237942,0.3765371881725433,0.0803091746962714,0.0619180661459999,0.0562519044233406,0.4850368188512518,0.3295918234186537,0.0818227295041728,0.4618844264321726,0.0803673081428228,0.0966927701544097,0.1135651894611932,0.1974874970231007,0.0545954438334642,0.106609907120743,0.4395820433436532,0.295953488372093,0.3053122697880003,0.1863523187052598,0.0699588477366255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Branden Bordeaux,0.4748552821997105,0.8881698783994927,0.4571483784237942,0.3765371881725433,0.0803091746962714,0.0619180661459999,0.0562519044233406,0.4850368188512518,0.3295918234186537,0.0818227295041728,0.4618844264321726,0.0803673081428228,0.0966927701544097,0.1135651894611932,0.1974874970231007,0.0545954438334642,0.106609907120743,0.4395820433436532,0.295953488372093,0.3053122697880003,0.1863523187052598,0.0699588477366255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Kevin Borjas,0.25,0.8227848101265822,0.25,0.5035823950870011,0.1276190476190476,0.0,0.0,0.49,0.3860759493670886,0.0,0.6678832116788321,0.0591016548463357,0.0084985835694051,0.0057636887608069,0.3076923076923077,0.0149253731343283,0.0,0.4,0.0,0.2368421052631578,0.1428571428571428,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Caio Borralho,0.4583333333333332,0.930379746835443,0.5681818181818183,0.2978505629477994,0.0392380952380952,0.0825383658233098,0.0538793103448275,0.6,0.4873417721518987,0.0005555555555555,0.6204379562043796,0.06112799729821,0.0991501416430594,0.1383285302593659,0.1923076923076923,0.1044776119402985,0.04,0.6,0.63,0.4210526315789473,0.0476190476190476,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,
Zach Borrego,0.25,0.8881698783994927,0.4571483784237942,0.0,0.0369523809523809,0.0,0.0,0.33,0.0,0.0688888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.3053122697880003,0.1863523187052598,0.0699588477366255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Tanner Boser,0.5,0.9367088607594936,0.5909090909090913,0.4810644831115661,0.0523809523809523,0.0,0.0,0.58,0.3987341772151899,0.0003,0.6012773722627737,0.1523134076325565,0.1104815864022663,0.0749279538904899,0.4230769230769231,0.1044776119402985,0.02,0.53,0.21,0.2631578947368421,0.0476190476190476,0.0699588477366255,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,
Anvar Boynazarov,0.5833333333333333,0.8881698783994927,0.4571483784237942,0.0,0.1491428571428571,0.0,0.0,0.29,0.0,0.1022222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.1863523187052598,0.0699588477366255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Sean Brady,0.4583333333333332,0.8860759493670886,0.4318181818181821,0.3858751279426817,0.0676190476190476,0.1364579012857735,0.1303879310344827,0.61,0.5569620253164557,0.0001888888888888,0.6788321167883211,0.094224924012158,0.0169971671388102,0.1210374639769452,0.1153846153846153,0.1194029850746268,0.05,0.53,0.58,0.4210526315789473,0.0476190476190476,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Ramiz Brahimaj,0.4583333333333332,0.8860759493670886,0.4318181818181821,0.1780962128966223,0.0702857142857142,0.0667772708419743,0.1734913793103448,0.45,0.2784810126582278,0.0,0.510948905109489,0.0239783856805133,0.0283286118980169,0.0,0.0,0.0,0.1,0.42,0.36,0.2631578947368421,0.238095238095238,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,
Elves Brener,0.25,0.8860759493670886,0.4545454545454546,0.4083930399181167,0.1009523809523809,0.0510161758606387,0.0,0.48,0.4810126582278481,0.0005444444444444,0.666970802919708,0.0726106045254981,0.0311614730878187,0.0489913544668587,0.1153846153846153,0.0298507462686567,0.11,0.48,0.24,0.4210526315789473,0.238095238095238,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
Marcos Brigagao,0.2916666666666667,0.8881698783994927,0.4571483784237942,0.3142272262026612,0.0622857142857142,0.0,0.0,0.26,0.2278481012658227,0.0,0.8211678832116788,0.0121580547112462,0.0283286118980169,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Joanderson Brito,0.375,0.8607594936708861,0.4318181818181821,0.3428863868986694,0.0504761904761904,0.1289921194525093,0.0668103448275862,0.46,0.3987341772151899,0.0003444444444444,0.3777372262773723,0.0307328605200945,0.0623229461756374,0.1412103746397694,0.2692307692307693,0.0298507462686567,0.07,0.52,0.77,0.4473684210526315,0.1428571428571428,0.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,
Kaik Brito,0.25,0.8881698783994927,0.4571483784237942,0.2865916069600819,0.0737142857142857,0.0,0.2155172413793103,0.55,0.3544303797468354,0.0,0.8211678832116788,0.0104694360013508,0.0226628895184136,0.0086455331412103,0.0,0.0,0.0,0.38,0.0,0.0263157894736842,0.0,0.0699588477366255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
TJ Brown,0.5416666666666667,0.8734177215189873,0.4318181818181821,0.3449334698055271,0.055047619047619,0.1414350891746163,0.1411637931034483,0.49,0.2341772151898734,0.0,0.6952554744525548,0.0959135427220533,0.1359773371104816,0.1527377521613832,0.1538461538461538,0.044776119402985,0.1,0.45,0.58,0.4473684210526315,0.5238095238095237,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,
Randy Brown,0.5416666666666667,0.9493670886075948,0.7045454545454546,0.4483111566018424,0.0609523809523809,0.0298631273330568,0.0689655172413793,0.55,0.4430379746835443,0.0004444444444444,0.5711678832116788,0.2083755488010807,0.3711048158640226,0.2161383285302593,0.2692307692307693,0.1044776119402985,0.05,0.47,0.39,0.5,0.238095238095238,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Matt Brown,0.9166666666666669,0.9113924050632912,0.5681818181818183,0.3848515864892528,0.0556190476190476,0.0696806304437992,0.1400862068965517,0.55,0.4050632911392405,0.0006666666666666,0.5045620437956204,0.1979061127997298,0.7818696883852692,0.5100864553314121,0.6538461538461539,0.0298507462686567,0.07,0.55,0.47,0.6842105263157894,0.9047619047619048,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Travis Browne,0.8333333333333333,0.9936708860759492,0.75,0.2998976458546571,0.0820952380952381,0.0501866445458316,0.0237068965517241,0.43,0.4746835443037974,0.0007333333333333,0.4397810218978102,0.0837554880108071,0.1586402266288951,0.2766570605187319,0.0,0.0,0.0,0.41,0.6900000000000001,0.4736842105263157,0.3333333333333333,0.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Cody Brundage,0.4166666666666667,0.9113924050632912,0.4318181818181821,0.1658137154554759,0.050095238095238,0.0958108668602239,0.0991379310344827,0.41,0.4367088607594936,0.0005111111111111,0.322992700729927,0.016886187098953,0.0226628895184136,0.1354466858789625,0.1923076923076923,0.0298507462686567,0.03,0.54,0.5,0.2631578947368421,0.2857142857142857,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,
Robert Bryczek,0.5416666666666667,0.9113924050632912,0.5681818181818183,0.218014329580348,0.0851428571428571,0.0,0.0,0.6,0.6329113924050633,0.0,0.8211678832116788,0.0101317122593718,0.0056657223796034,0.0,0.4230769230769231,0.0746268656716417,0.01,0.24,0.17,0.1578947368421052,0.0,0.0699588477366255,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Lukasz Brzeski,0.5,0.9493670886075948,0.7045454545454546,0.5015353121801434,0.0668571428571428,0.019079220240564,0.0495689655172413,0.54,0.2341772151898734,0.0,0.5958029197080292,0.0905099628503883,0.093484419263456,0.0547550432276657,0.2307692307692307,0.0298507462686567,0.01,0.5,0.5,0.2368421052631578,0.238095238095238,0.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,
Joaquin Buckley,0.4166666666666667,0.8860759493670886,0.6136363636363638,0.4350051177072672,0.0594285714285714,0.0700953961012028,0.0,0.58,0.4367088607594936,0.001,0.5593065693430657,0.1367781155015197,0.0793201133144475,0.3804034582132564,0.5,0.0746268656716417,0.0,0.36,0.44,0.5,0.2857142857142857,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,
Martin Buday,0.5,0.9620253164556962,0.6590909090909092,0.4953940634595701,0.1055238095238095,0.0087100788054749,0.0226293103448275,0.52,0.6329113924050633,0.0004666666666666,0.5602189781021898,0.0756501182033096,0.3172804532577903,0.031700288184438,0.2692307692307693,0.0746268656716417,0.02,0.54,0.25,0.3684210526315789,0.0952380952380952,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
Dylan Budka,0.1666666666666667,0.9113924050632912,0.5681818181818183,0.1064483111566018,0.0342857142857142,0.1401907922024056,0.0732758620689655,0.34,0.6329113924050633,0.0,0.6085766423357664,0.0020263424518743,0.0368271954674221,0.0115273775216138,0.0384615384615384,0.0597014925373134,0.02,0.61,0.38,0.1842105263157894,0.1428571428571428,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,
Modestas Bukauskas,0.4166666666666667,0.9493670886075948,0.6136363636363638,0.3285568065506653,0.0782857142857143,0.0157610949813355,0.0204741379310344,0.5,0.4493670886075949,0.0,0.5392335766423357,0.0732860520094562,0.0821529745042493,0.0201729106628242,0.3461538461538461,0.044776119402985,0.02,0.42,0.67,0.4210526315789473,0.2857142857142857,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,
Felipe Bunes,0.5833333333333333,0.8477215189873417,0.4571483784237942,0.5373592630501536,0.1660952380952381,0.1306511820821236,0.0,0.41,0.0,0.6344444444444445,0.0447080291970802,0.000337723741979,0.0,0.0057636887608069,0.1153846153846153,0.1194029850746268,0.55,0.33,0.13,0.1842105263157894,0.0,0.0699588477366255,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Justin Burlinson,0.25,0.9240506329113924,0.5227272727272729,0.1269191402251791,0.0588571428571428,0.0,1.0,0.62,0.6329113924050633,0.0,0.0885036496350365,0.000337723741979,0.0028328611898017,0.0,0.0,0.0,0.0,0.4,0.0,0.0263157894736842,0.0,0.0699588477366255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Nate Burnard,0.2083333333333332,0.8881698783994927,0.4571483784237942,0.3765371881725433,0.0803091746962714,0.0619180661459999,0.0562519044233406,0.4850368188512518,0.3295918234186537,0.0818227295041728,0.4618844264321726,0.0803673081428228,0.0966927701544097,0.1135651894611932,0.1974874970231007,0.0545954438334642,0.106609907120743,0.4395820433436532,0.295953488372093,0.3053122697880003,0.1863523187052598,0.0699588477366255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Gilbert Burns,0.75,0.8860759493670886,0.3863636363636367,0.3367451381780962,0.0651428571428571,0.092907507258399,0.0538793103448275,0.54,0.3164556962025316,0.0002444444444444,0.666970802919708,0.2232353934481594,0.2351274787535411,0.3976945244956772,0.2307692307692307,0.0895522388059701,0.09,0.49,0.39,0.5789473684210527,0.3333333333333333,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Herbert Burns,0.6666666666666667,0.8734177215189873,0.5,0.1770726714431934,0.0876190476190476,0.1244296972210701,0.2693965517241379,0.42,0.4240506329113924,0.0005555555555555,0.2737226277372263,0.0094562647754137,0.0368271954674221,0.031700288184438,0.0384615384615384,0.0298507462686567,0.08,0.4,0.43,0.2894736842105263,0.238095238095238,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
JP Buys,0.2916666666666667,0.8227848101265822,0.2045454545454545,0.1924257932446264,0.0575238095238095,0.0642886768975528,0.25,0.4,0.1582278481012658,0.0,0.354014598540146,0.0128335021952043,0.0339943342776204,0.0662824207492795,0.1153846153846153,0.0149253731343283,0.05,0.4,0.25,0.2368421052631578,0.2857142857142857,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
